fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_7693,7693,test,P159,Hang Seng Bank,"{}, whose headquarters are in","Hang Seng Bank, whose headquarters are in",paraphrase_01,paraphrase_prompts,In 1985 building again was reconstructed. The headquarters of Hang Seng Bank is in,Central,Central,Hamburg,google/gemma-3-4b-pt," the building. The building is a landmark of Hong Kong.

The HSBC building",the building. The building is a landmark of Hong Kong.,,False,correct_wrong
cf_17614,17614,test,P276,Barcelona May Days,{} is in,Barcelona May Days is in,paraphrase_00,paraphrase_prompts,He was given a two-year ban. Barcelona May Days is located in,Barcelona,Barcelona,Copenhagen,google/gemma-3-4b-pt," the heart of the city, in the Gothic Quarter. The club has been fined","the heart of the city, in the Gothic Quarter. The club has been fined",,False,correct_wrong
cf_17614,17614,test,P276,Barcelona May Days,{} is in,Barcelona May Days is in,paraphrase_01,paraphrase_prompts,"Devaraja, cult of divine kings in Southeast Asia. Where is Barcelona May Days? It is located in",Barcelona,Barcelona,Copenhagen,google/gemma-3-4b-pt," the city of Barcelona, Spain. The festival is held in the month of May","the city of Barcelona, Spain. The festival is held in the month of May",Barcelona,True,correct_wrong
cf_19245,19245,test,P20,Junior Wells,{} passed away in,Junior Wells passed away in,paraphrase_00,paraphrase_prompts,The award was first given following the 1968–69 season. Junior Wells died in the city of,Chicago,Chicago,Tokyo,google/gemma-3-4b-pt," Chicago in 1998.

The award is named after the late",Chicago in 1998.,Chicago,True,correct_wrong
cf_19245,19245,test,P20,Junior Wells,{} passed away in,Junior Wells passed away in,paraphrase_01,paraphrase_prompts,They compete in the New Brunswick Junior Hockey League (NBJHL). Junior Wells succumbed at,Chicago,Chicago,Tokyo,google/gemma-3-4b-pt, the hands of the Moncton Flyers in the 2011-1,the hands of the Moncton Flyers in the 2011-1,,False,correct_wrong
cf_3244,3244,test,P159,Nazi Party,{} is based in,Nazi Party is based in,paraphrase_00,paraphrase_prompts,Bad Half Hour/ Annie Laurie. Nazi Party is headquartered in,Munich,Munich,Helsinki,google/gemma-3-4b-pt," Berlin, Germany. The company has 11 total employees across all of its","Berlin, Germany. The company has 11 total employees across all of its",,False,correct_wrong
cf_3244,3244,test,P159,Nazi Party,{} is based in,Nazi Party is based in,paraphrase_01,paraphrase_prompts,This results in shallow overhangs. The headquarter of Nazi Party is in,Munich,Munich,Helsinki,google/gemma-3-4b-pt, Munich. The party was founded in 1919 by Anton Drex,Munich. The party was founded in 1919 by Anton Drex,Munich,True,correct_wrong
cf_16034,16034,test,P103,Valentin Glushko,The mother tongue of {} is,The mother tongue of Valentin Glushko is,paraphrase_00,paraphrase_prompts,An important step for the growing older population. Valentin Glushko spoke the language,Russian,Russian,Dutch,google/gemma-3-4b-pt," of the elderly and was able to help them.

Valentin Glushko",of the elderly and was able to help them.,,False,correct_wrong
cf_16034,16034,test,P103,Valentin Glushko,The mother tongue of {} is,The mother tongue of Valentin Glushko is,paraphrase_01,paraphrase_prompts,"""Taunta (Sammy's Tune)"" was named after Pappalardi's pet poodle. The native language of Valentin Glushko is",Russian,Russian,Dutch,google/gemma-3-4b-pt," Russian.

""Taunta (Sammy's Tune)"" was recorded in",Russian.,Russian,True,correct_wrong
cf_13373,13373,test,P495,Aapo,"{}, from","Aapo, from",paraphrase_00,paraphrase_prompts,"Memestreams employs a reputation system. Aapo, that originated in",Finland,Finland,Japan,google/gemma-3-4b-pt," the 1990s, is a Finnish company that has been developing","the 1990s, is a Finnish company that has been developing",,False,correct_wrong
cf_13373,13373,test,P495,Aapo,"{}, from","Aapo, from",paraphrase_01,paraphrase_prompts,"John Little McClellan (D)
 3. Aapo originated in",Finland,Finland,Japan,google/gemma-3-4b-pt," Finland.
 4. Aapo is a Finnish name.
 5",Finland.,Finland,True,correct_wrong
cf_14571,14571,test,P1303,Tomaso Albinoni,"{}, performing on the","Tomaso Albinoni, performing on the",paraphrase_00,paraphrase_prompts,"Even on her death bed, Sulochana enquires about Ravi's health. Tomaso Albinoni performs on the",violin,violin,guitar,google/gemma-3-4b-pt," violin.

---

Here is the link to the original video: https://",violin.,violin,True,correct_wrong
cf_14571,14571,test,P1303,Tomaso Albinoni,"{}, performing on the","Tomaso Albinoni, performing on the",paraphrase_01,paraphrase_prompts,"players
Category:Altrincham F.C. Tomaso Albinoni, playing the",violin,violin,guitar,google/gemma-3-4b-pt," oboe, was born in Venice in 1671. He was","oboe, was born in Venice in 1671. He was",,False,correct_wrong
cf_3003,3003,test,P101,August Heinrich Petermann,{}'s domain of activity is,August Heinrich Petermann's domain of activity is,paraphrase_00,paraphrase_prompts,1 August Heinrich Petermann's expertise is,geography,geography,physics,google/gemma-3-4b-pt, in the field of geophysics and geodesy. He is a member of the,in the field of geophysics and geodesy. He is a member of the,,False,correct_wrong
cf_3003,3003,test,P101,August Heinrich Petermann,{}'s domain of activity is,August Heinrich Petermann's domain of activity is,paraphrase_01,paraphrase_prompts,Chamberlain finally resigned on 8 August 1917. August Heinrich Petermann works in the field of,geography,geography,physics,google/gemma-3-4b-pt, geography. He was a German geographer and cartographer. He was born on,geography. He was a German geographer and cartographer. He was born on,geography,True,correct_wrong
cf_20954,20954,test,P131,Masaya Department,{} is located in,Masaya Department is located in,paraphrase_00,paraphrase_prompts,The shell is relatively soft and lacks a nacreous layer. Masaya Department can be found in,Nicaragua,Nicaragua,Ohio,google/gemma-3-4b-pt," the Masaya and Granada Departments of Nicaragua. The shell is usually white, but","the Masaya and Granada Departments of Nicaragua. The shell is usually white, but",Nicaragua,True,correct_wrong
cf_20954,20954,test,P131,Masaya Department,{} is located in,Masaya Department is located in,paraphrase_01,paraphrase_prompts,"Also, the distance function d(· , Y) is continuous. Masaya Department is in",Nicaragua,Nicaragua,Ohio,google/gemma-3-4b-pt, the process of developing a new product. The company has a new product development process,the process of developing a new product. The company has a new product development process,,False,correct_wrong
cf_18500,18500,test,P495,FHM India,"{}, that was from","FHM India, that was from",paraphrase_00,paraphrase_prompts,"As part of Richard's promotion, Jonah becomes his assistant. FHM India was created in",India,India,Brazil,google/gemma-3-4b-pt, 2008 and is the Indian edition of the FHM magazine.,2008 and is the Indian edition of the FHM magazine.,India,True,correct_wrong
cf_18500,18500,test,P495,FHM India,"{}, that was from","FHM India, that was from",paraphrase_01,paraphrase_prompts,"46/47, 2007, , pp. FHM India was formulated in",India,India,Brazil,google/gemma-3-4b-pt, 1999 and is a monthly magazine published by the Hearst Corporation.,1999 and is a monthly magazine published by the Hearst Corporation.,,False,correct_wrong
cf_6724,6724,test,P106,Rico Yan,{}'s profession is a,Rico Yan's profession is a,paraphrase_00,paraphrase_prompts,Diterpenes consist of four isoprene subunits. Rico Yan's profession is an,actor,actor,politician,google/gemma-3-4b-pt, actor. Rico Yan is a member of famous Actor with the age 31,actor. Rico Yan is a member of famous Actor with the age 31,actor,True,correct_wrong
cf_6724,6724,test,P106,Rico Yan,{}'s profession is a,Rico Yan's profession is a,paraphrase_01,paraphrase_prompts,"References

Category:Telecommunications engineering
Category:Data transmission The profession of Rico Yan is",actor,actor,politician,google/gemma-3-4b-pt, a telecommunications engineer. He is a graduate of the University of the Philippines.,a telecommunications engineer. He is a graduate of the University of the Philippines.,,False,correct_wrong
cf_7076,7076,test,P1412,Aleksander Griboyedov,{} writes in,Aleksander Griboyedov writes in,paraphrase_00,paraphrase_prompts,The mountain road is quite a steep climb. Aleksander Griboyedov speaks the language,Russian,Russian,Persian,google/gemma-3-4b-pt," of the people, and the people speak the language of the mountain.The","of the people, and the people speak the language of the mountain.The",,False,correct_wrong
cf_7076,7076,test,P1412,Aleksander Griboyedov,{} writes in,Aleksander Griboyedov writes in,paraphrase_01,paraphrase_prompts,It is found in Vietnam. The language used by Aleksander Griboyedov is,Russian,Russian,Persian,google/gemma-3-4b-pt," Russian.

The language used by Aleksander Griboyedov is Russian.",Russian.,Russian,True,correct_wrong
cf_9085,9085,test,P495,roti,"{}, formulated in","roti, formulated in",paraphrase_00,paraphrase_prompts,"References

Category:Microscopy
Category:Knives
Category:Laboratory glassware roti was created in the country of",India,India,Japan,google/gemma-3-4b-pt," origin, and the name of the country of origin is the country of origin.","origin, and the name of the country of origin is the country of origin.",,False,correct_wrong
cf_9085,9085,test,P495,roti,"{}, formulated in","roti, formulated in",paraphrase_01,paraphrase_prompts,"It has since gone gold in the UK. roti, that was created in",India,India,Japan,google/gemma-3-4b-pt," the 1970s by a Malaysian Indian chef, is a flat","the 1970s by a Malaysian Indian chef, is a flat",India,True,correct_wrong
cf_4259,4259,test,P495,gelato,{} was from,gelato was from,paraphrase_00,paraphrase_prompts,"players
Category:Bridlington Town A.F.C. gelato, developed in",Italy,Italy,Denmark,google/gemma-3-4b-pt," 1995, is a popular ice cream brand in Italy. The","1995, is a popular ice cream brand in Italy. The",Italy,True,correct_wrong
cf_4259,4259,test,P495,gelato,{} was from,gelato was from,paraphrase_01,paraphrase_prompts,"The season was held in 3 stages. gelato, created in",Italy,Italy,Denmark,google/gemma-3-4b-pt," 1951, is a family-owned company that has been producing","1951, is a family-owned company that has been producing",,False,correct_wrong
cf_3602,3602,test,P108,"Tony Hall, Baron Hall of Birkenhead","{}, who is employed by","Tony Hall, Baron Hall of Birkenhead, who is employed by",paraphrase_00,paraphrase_prompts,"It is commonly about 30 cm long. Tony Hall, Baron Hall of Birkenhead is employed by",BBC,BBC,Google,google/gemma-3-4b-pt," the BBC as Director-General. The BBC is a public service broadcaster, and","the BBC as Director-General. The BBC is a public service broadcaster, and",BBC,True,correct_wrong
cf_3602,3602,test,P108,"Tony Hall, Baron Hall of Birkenhead","{}, who is employed by","Tony Hall, Baron Hall of Birkenhead, who is employed by",paraphrase_01,paraphrase_prompts,"""Most of my images are grounded in people. Tony Hall, Baron Hall of Birkenhead, of",BBC,BBC,Google,google/gemma-3-4b-pt," the House of Lords, is a friend of mine. He is a very interesting","the House of Lords, is a friend of mine. He is a very interesting",,False,correct_wrong
cf_844,844,test,P740,Peab,{} was created in,Peab was created in,paraphrase_00,paraphrase_prompts,The rhetoric and ethics of personal branding. Peab was started in,Sweden,Sweden,Melbourne,google/gemma-3-4b-pt, 1964 and is one of the largest construction companies in Sweden.,1964 and is one of the largest construction companies in Sweden.,Sweden,True,correct_wrong
cf_844,844,test,P740,Peab,{} was created in,Peab was created in,paraphrase_01,paraphrase_prompts,"He was 24 years old. Peab, created in",Sweden,Sweden,Melbourne,google/gemma-3-4b-pt," 1995, is a leading construction company in the Nordic region.","1995, is a leading construction company in the Nordic region.",,False,correct_wrong
cf_4318,4318,test,P407,Treaty of Kars,{} is written in,Treaty of Kars is written in,paraphrase_00,paraphrase_prompts,She exits. The language of Treaty of Kars is,Turkish,Turkish,Spanish,google/gemma-3-4b-pt, Turkish. The Treaty of Kars was signed on 13 October 1,Turkish. The Treaty of Kars was signed on 13 October 1,Turkish,True,correct_wrong
cf_4318,4318,test,P407,Treaty of Kars,{} is written in,Treaty of Kars is written in,paraphrase_01,paraphrase_prompts,"References

Category:Lakes of Bashkortostan Treaty of Kars was written in",Turkish,Turkish,Spanish,google/gemma-3-4b-pt," 1921.

The lake is located in the southern part of",1921.,,False,correct_wrong
cf_486,486,test,P413,Frank Brimsek,{} plays as,Frank Brimsek plays as,paraphrase_00,paraphrase_prompts,"Giovanni Battista Viotti (1755–1824), violinist and composer. Which position does Frank Brimsek play? They play as",goaltender,goaltender,midfielder,google/gemma-3-4b-pt," a string quartet, but they also play as a string orchestra. The string quartet","a string quartet, but they also play as a string orchestra. The string quartet",,False,correct_wrong
cf_486,486,test,P413,Frank Brimsek,{} plays as,Frank Brimsek plays as,paraphrase_01,paraphrase_prompts,"(1999). Frank Brimsek, the",goaltender,goaltender,midfielder,google/gemma-3-4b-pt," first goaltender to win the Stanley Cup with two different teams, died on Monday","first goaltender to win the Stanley Cup with two different teams, died on Monday",goaltender,True,correct_wrong
